,Course,Course Prefix,Course Suffix,Department,First Begin Time,First Days,First End Time,First Instructor,First Instructor UID,First Room,Link,Max Units,Min Units,Mode,Reg Count,Seats,Second Begin Time,Second Days,Second End Time,Second Instructor,Second Instructor UID,Second Room,Section,Session,Term,Title
641,,BUAD,306,,12:00:00,TH,13:50:00,"Bemis, Nimfa, Abarquez",4984860540.0,HOH2,,4.0,4.0,C,73,73,,,,,,,14791,1,20153,Business Finance
642,,BUAD,311,,08:00:00,MW,09:50:00,"Chen, Feng",8098676159.0,HOH2,,4.0,4.0,C,73,73,,,,,,,14900,1,20153,Operations Management
643,,BUAD,311,,10:00:00,MW,11:50:00,"Srinivasan, Ashok",2512379095.0,HOH2,,4.0,4.0,C,73,73,,,,,,,14901,1,20153,Operations Management
644,,BUAD,311,,12:00:00,TH,13:50:00,"Phiroz, Zal",9186771563.0,HOH1,,4.0,4.0,C,73,73,,,,,,,14907,1,20153,Operations Management
645,,FBE,458,,14:00:00,MW,15:50:00,"Fields, Kevin, Clark",1822349861.0,HOH2,,4.0,4.0,C,73,73,,,,,,,15367,1,20153,"Law, Finance and Ethics"
646,,BUAD,306,,08:00:00,MW,09:50:00,"Ahern, Kenneth",3161910173.0,HOH1,,4.0,4.0,CL,73,73,,,,"Frydman, Cary, D",5150544220.0,,14782,1,20153,Business Finance
647,,BUAD,306,,14:00:00,MW,15:50:00,"Ahern, Kenneth",3161910173.0,HOH1,,4.0,4.0,CL,73,73,,,,"Frydman, Cary, D",5150544220.0,,14786,1,20153,Business Finance
648,,GSBA,542,,08:00:00,MTHF,09:40:00,"Patton, Gregory, Hall",7019055214.0,JKP212,,1.5,1.5,C,73,75,,,,,,,15805,742,20153,Communication for Management
649,,GSBA,521B,,09:30:00,MW,10:50:00,"Ozbas, Oguzhan",4290815513.0,OFFICE,,1.5,1.5,C,73,75,,,,,,,15661,744,20153,Corporate Finance
650,,GSBA,521A,,08:00:00,MW,09:20:00,"Abrams, Scott",8552622973.0,OFFICE,,1.5,1.5,C,73,75,,,,,,,15656,743,20153,Corporate Finance
651,,GSBA,533,,09:30:00,TH,10:50:00,"Wiltermuth, Scott, Steven",4164577140.0,OFFICE,,1.5,1.5,C,73,75,,,,,,,15749,744,20153,Organizational Behavior and Leadership
652,,GSBA,516,,10:00:00,TWH,11:40:00,"Gabrys, Robertas",2819438083.0,JKP210,,1.5,1.5,C,73,75,,,,,,,15621,742,20153,Essentials of Data Analysis and Modeling
653,,GSBA,540,,13:00:00,MWF,14:40:00,"Fiss, Peer, Christian",2627332098.0,JKP112,,1.5,1.5,C,73,75,,,,,,,15791,742,20153,Contemporary Issues in Competitive Strategy
654,,GSBA,545,,09:30:00,TH,10:50:00,"Porter, Dawn",4812434537.0,OFFICE,,1.5,1.5,C,73,75,,,,,,,15823,743,20153,Data Driven Decision Making
655,,GSBA,552,,08:00:00,MTWH,09:20:00,"Mayer, Kyle, J",5080144438.0,OFFICE,,3.0,3.0,C,73,75,,,,,,,15852,744,20153,Problem Solving and Decision Making: An Integrative Approach
656,,GSBA,510,,18:00:00,M,22:00:00,"Beatty, Randy",6250098989.0,JKP210,,3.0,3.0,C,73,75,,,,,,,15582,865,20153,Accounting Concepts and Financial Reporting
657,,GSBA,504A,,08:00:00,TH,09:20:00,"Ochiumi, Hiroshi",1079550223.0,OFFICE,,1.5,1.5,C,73,75,,,,,,,15527,743,20153,Operations Management
658,,GSBA,570,,08:50:00,FS,16:30:00,"Porter, Dawn",4812434537.0,JKP,,2.0,2.0,C,73,77,,,,"Chen, Baizhu",2777674067.0,,15947,668,20153,The Role of the Senior Executive
659,,GSBA,572A,,08:50:00,FS,16:30:00,"Porter, Dawn",4812434537.0,JKP,,3.0,3.0,C,73,77,,,,"Bhambri, Arvind",7043326967.0,,15957,605,20153,Strategic Planning for Growth
660,,GSBA,571,,08:50:00,FS,16:50:00,"Porter, Dawn",4812434537.0,JKP,,9.0,9.0,C,73,77,,,,"Rajagopalan, Nandini",4142943167.0,,15952,669,20153,Environmental Analysis: Establishing Competitive Advantage
661,,ACCT,470,,14:00:00,F,15:50:00,"Simmonds, Kendall, L",7910304105.0,HOH EDI,B,0.0,0.0,D,73,269,,,,,,,14123,1,20153,Advanced External Financial Reporting Issues
662,,FBE,403,,16:00:00,MW,17:50:00,"Fields, Kevin, Clark",1822349861.0,WPH B27,,4.0,4.0,C,74,74,,,,,,,15320,1,20153,Introduction to the Legal Environment of Business
663,,BUAD,311,,16:00:00,TH,17:50:00,"Phiroz, Zal",9186771563.0,HOH EDI,,4.0,4.0,C,74,74,,,,,,,14904,1,20153,Operations Management
664,,GSBA,550A,,18:00:00,MW,22:00:00,,,JKP210,,0.5,0.5,C,74,75,,,,,,,16004,918,20153,Entrepreneurship
665,,GSBA,522A,,18:00:00,W,22:00:00,"Ferguson, Trudi, C",6878200961.0,JKP210,,1.5,1.5,C,74,75,,,,,,,15664,918,20153,Managerial Perspectives
666,,GSBA,542,,18:00:00,MW,22:00:00,"Cardon, Peter",8324180301.0,JKP210,,1.5,1.5,C,74,75,,,,,,,15799,869,20153,Communication for Management
667,,GSBA,511,,18:00:00,W,22:00:00,"Cunningham, Jim",9956506755.0,JKP210,,1.5,1.5,C,74,75,,,,,,,15594,868,20153,Microeconomics for Management
668,,GSBA,506A,,18:00:00,M,22:00:00,"Ansari, Arif",7243588029.0,JKP210,,1.5,1.5,C,74,75,,,,,,,15540,918,20153,Applied Managerial Statistics
669,,GSBA,544,,18:00:00,W,22:00:00,"Cunningham, Jim",9956506755.0,JKP210,,1.5,1.5,C,74,75,,,,,,,15816,894,20153,The Firm in the National Economy
670,,GSBA,561,,08:50:00,FS,16:30:00,"Porter, Dawn",4812434537.0,JKP,,9.0,9.0,C,74,77,,,,"De Fond, Mark, Leroy",7967458489.0,,15899,629,20153,Evaluating Market Performance
671,,FBE,527,,18:30:00,M,21:30:00,"Bristow, Duke",2893584611.0,JKP110,,3.0,3.0,C,74,77,,,,,,,15398,33,20153,Entrepreneurial Finance: Financial Management   for Developing Firms
672,,GSBA,562A,,08:50:00,FS,16:30:00,"Porter, Dawn",4812434537.0,JKP,,1.0,1.0,C,74,77,,,,"Logan, David",6257931545.0,,15910,312,20153,Management of Operations
673,,MKT,525,,12:30:00,TH,13:50:00,"Rook, Dennis, William",7350197049.0,JKP212,,3.0,3.0,C,74,78,,,,,,,16525,33,20153,Consumer Behavior
674,,FBE,421,,10:00:00,TH,11:50:00,"Plotts, Julia, Gardner",5811107956.0,JKP110,,4.0,4.0,C,75,77,,,,,,,15324,1,20153,Financial Analysis and Valuation
675,,GSBA,560,,08:50:00,FS,16:30:00,"Porter, Dawn",4812434537.0,JKP,,2.0,2.0,C,75,77,,,,,,,15895,628,20153,The Perspective of Top Management
676,,FBE,421,,12:00:00,TH,13:50:00,"Plotts, Julia, Gardner",5811107956.0,JKP110,,4.0,4.0,C,77,77,,,,,,,15325,1,20153,Financial Analysis and Valuation
677,,FBE,559,,18:30:00,W,21:30:00,"Swartz, Mick",7236319096.0,JKP110,,3.0,3.0,C,77,77,,,,,,,15444,33,20153,Management of Financial Risk
678,,BUAD,306,,10:00:00,TH,11:50:00,"Bemis, Nimfa, Abarquez",4984860540.0,HOH EDI,,4.0,4.0,CL,81,81,,,,,,,14784,1,20153,Business Finance
679,,BUAD,101,,10:00:00,F,11:50:00,"Ellis, Jim",4418412979.0,HOH EDI,,2.0,2.0,C,94,120,,,,"Voigt, Carl, W",8225711264.0,,14472,1,20153,Freshman Leadership Seminar
680,,FBE,427,,10:00:00,MW,11:50:00,"Fields, Kevin, Clark",1822349861.0,HOH EDI,,4.0,4.0,C,98,98,,,,,,,15330,1,20153,Real Estate Law
681,,ACCT,370,,10:00:00,F,11:50:00,"Hopkins, Merle, W",3783353564.0,SLH200,,0.0,0.0,L,106,135,,,,,,,14029,1,20153,External Financial Reporting Issues
682,,ACCT,430,,12:30:00,F,13:50:00,,,HOH EDI,,0.0,0.0,D,108,120,,,,,,,14147,1,20153,Accounting Ethics
683,,ACCT,371,,10:00:00,F,11:50:00,,,SLH200,,0.0,0.0,D,110,150,,,,,,,14044,1,20153,Introduction to Accounting Systems
684,,ACCT,373,,12:00:00,F,13:50:00,,,HOH EDI,,0.0,0.0,D,142,269,,,,,,,14058,431,20153,Introduction to Auditing and Assurance Services
685,,ACCT,372,,12:00:00,F,13:50:00,,,HOH EDI,,0.0,0.0,L,144,269,,,,,,,14053,442,20153,Internal Reporting Issues
686,,GSBA,519A,,,,,"Voigt, Carl, W",8225711264.0,OFFICE,,1.5,1.5,C,146,160,,,,"Blumenthal, Judith, F",5282542883.0,,15641,864,20153,Strategic Formulation for Competitive Advantage
687,,GSBA,586,,,,,"Yli-Renko, Helena, K",7990118277.0,OFFICE,,1.5,1.5,C,151,160,,,,"Miller, Gene",7348842787.0,,16044,782,20153,Current Trends in Business
688,,BUAD,307,,12:00:00,W,13:50:00,"Kalb, Ira, S",9646919618.0,HOH EDI,J,4.0,4.0,C,194,199,,,,,,,14812,1,20153,Marketing Fundamentals
689,,BUAD,307,,12:00:00,M,13:50:00,"Kovacevich, Rex, Alan",9504248252.0,HOH EDI,I,4.0,4.0,C,195,195,,,,,,,14800,1,20153,Marketing Fundamentals
690,,BUAD,307,,14:00:00,T,15:50:00,"Perner, Lars, Erik",8416410068.0,HOH EDI,K,4.0,4.0,C,198,198,,,,,,,14824,1,20153,Marketing Fundamentals
691,,BUAD,310,,14:00:00,MW,15:10:00,"Mukherjee, Gourab",8196111138.0,HOH EDI,E,4.0,4.0,C,199,218,,,,,,,14921,1,20153,Applied Business Statistics
692,,BUAD,307,,14:00:00,H,15:50:00,"Salomone, Anthony",1037007977.0,HOH EDI,L,4.0,4.0,C,200,200,,,,,,,14836,1,20153,Marketing Fundamentals
693,,BUAD,310,,15:20:00,MW,16:30:00,"Rogers, Philip",7916490198.0,HOH EDI,B,4.0,4.0,C,218,222,,,,,,,14889,1,20153,Applied Business Statistics
694,,BUAD,310,,18:00:00,MW,19:10:00,"Radchenko, Peter",1775988588.0,HOH EDI,D,4.0,4.0,C,219,223,,,,,,,14910,1,20153,Applied Business Statistics
695,,BUAD,310,,16:40:00,MW,17:50:00,"Radchenko, Peter",1775988588.0,HOH EDI,C,4.0,4.0,C,220,222,,,,,,,14896,1,20153,Applied Business Statistics
696,ACCT-418,ACCT,418,ACCT,,MW,,,,,,2.0,2.0,C,0,1,,,,,,,14179,442,20161,Accounting for Management Decisions
697,ACCT-478,ACCT,478,ACCT,,MW,,"Kiddoo, Bob",7682197116.0,,,4.0,4.0,C,0,1,,,,,,,14160,1,20161,Accounting Systems Design
698,ACCT-537,ACCT,537,ACCT,12:30:00,TH,13:50:00,,,,,3.0,3.0,C,0,1,,,,,,,14200,1,20161,"Performance Measurement, Evaluation, and Incentives"
699,ACCT-537,ACCT,537,ACCT,,TH,,,,,,3.0,3.0,C,0,1,,,,,,,14202,33,20161,"Performance Measurement, Evaluation, and Incentives"
700,ACCT-561T,ACCT,561T,ACCT,,M,,"Werner, Maryanne, Sabido",2477077622.0,,,3.0,3.0,C,0,1,,,,,,,14221,1,20161,Income Tax of Corporations and Their Shareholders
701,ACCT-572,ACCT,572,ACCT,,TH,,"Karayan, John, E",5864709882.0,,,3.0,3.0,C,0,1,,,,,,,14256,33,20161,Corporate Accounting and Reporting
702,ACCT-574,ACCT,574,ACCT,,MW,,"Erbstoesser, Eugene",3116933884.0,,,3.0,3.0,C,0,1,,,,,,,14201,1,20161,Accounting in the Global Business Environment
703,ACCT-581,ACCT,581,ACCT,,T,,,,,,3.0,3.0,C,0,1,,,,,,,14280,1,20161,Financial Statement Analysis
704,ACCT-581,ACCT,581,ACCT,,T,,,,,,3.0,3.0,C,0,1,,,,,,,14281,33,20161,Financial Statement Analysis
705,ACCT-590,ACCT,590,ACCT,,,,,,OFFICE,,4.0,1.0,C,0,10,,,,,,,14300,1,20161,Directed Research
706,ACCT-597,ACCT,597,ACCT,,,,,,OFFICE,,5.0,1.0,C,0,99,,,,,,,14302,1,20161,Consulting Project in Accounting
707,BAEP-451,BAEP,451,BAEP,,W,,,,,,4.0,4.0,C,0,1,,,,,,,14383,1,20161,The Management of New Enterprises
708,BAEP-460,BAEP,460,BAEP,,T,,"Orfalea, Paul",,,,2.0,2.0,C,0,1,,,,,,,14391,442,20161,Seminar in Entrepreneurship
709,BAEP-460,BAEP,460,BAEP,16:00:00,M,17:50:00,,,,,2.0,2.0,C,0,1,,,,,,,14392,1,20161,Seminar in Entrepreneurship
710,BAEP-460,BAEP,460,BAEP,18:00:00,T,19:50:00,,,,,2.0,2.0,C,0,1,,,,,,,14393,1,20161,Seminar in Entrepreneurship
711,BAEP-460,BAEP,460,BAEP,18:00:00,TH,21:50:00,,,,,2.0,2.0,C,0,1,,,,,,,14401,431,20161,Seminar in Entrepreneurship
712,BAEP-470,BAEP,470,BAEP,,,,"Turrill, Robert, Bishop",2039630319.0,OFFICE,,2.0,2.0,C,0,1,,,,"Harrer, Christopher",6987502031.0,,14395,406,20161,The Entrepreneurial Mindset- Taking the Leap
713,BAEP-495,BAEP,495,BAEP,,,,"Miller, Gene",7348842787.0,OFFICE,,1.0,1.0,C,0,10,,,,"Yli-Renko, Helena, K",7990118277.0,,14385,1,20161,Practicum in Business Issues (Internship)
714,BAEP-549,BAEP,549,BAEP,,,,"Turrill, Robert, Bishop",2039630319.0,OFFICE,,2.0,2.0,C,0,52,,,,"Harrer, Christopher",6987502031.0,,14426,406,20161,The Entrepreneurial Journey
715,BAEP-551,BAEP,551,BAEP,,MW,,"Autry, Greg",1164830547.0,,,3.0,3.0,C,0,1,,,,,,,14406,1,20161,Introduction to New Ventures
716,BAEP-558,BAEP,558,BAEP,,T,,"Allen, Kathleen",6455388767.0,,,3.0,3.0,C,0,1,,,,,,,14411,33,20161,The Entrepreneurial Advisor: Problem Solving forEarly-Stage Companies
717,BAEP-590,BAEP,590,BAEP,,,,"Yli-Renko, Helena, K",7990118277.0,OFFICE,,12.0,1.0,C,0,10,,,,,,,14416,33,20161,Directed Research
718,BAEP-592,BAEP,592,BAEP,,,,"Yli-Renko, Helena, K",7990118277.0,OFFICE,,4.0,0.5,C,0,5,,,,,,,14421,33,20161,Field Research in Business Entrepreneurship
719,BAEP-595,BAEP,595,BAEP,,,,"Yli-Renko, Helena, K",7990118277.0,OFFICE,,2.0,0.5,C,0,20,,,,,,,14419,33,20161,Internship in Business Entrepreneurship
720,BAEP-597,BAEP,597,BAEP,,,,"Yli-Renko, Helena, K",7990118277.0,OFFICE,,5.0,1.0,C,0,30,,,,,,,14420,33,20161,Consulting Project in Business Entrepreneurship
721,BAEP-599,BAEP,599,BAEP,,FS,,"Harrer, Christopher",6987502031.0,,,2.0,2.0,C,0,1,,,,"Turrill, Robert, Bishop",2039630319.0,,14370,406,20161,Special Topics
722,BAEP-599,BAEP,599,BAEP,18:30:00,H,21:20:00,,,,,1.5,1.5,C,0,1,,,,,,,14417,415,20161,Special Topics
723,BAEP-599,BAEP,599,BAEP,18:30:00,H,21:20:00,,,,,1.5,1.5,C,0,1,,,,,,,14427,411,20161,Special Topics
724,BUAD-104,BUAD,104,UG Programs,,F,,,,,,2.0,2.0,C,0,1,,,,,,,14476,1,20161,Learning About International Commerce
725,BUAD-104,BUAD,104,UG Programs,,F,,,,,,2.0,2.0,C,0,1,,,,,,,14477,1,20161,Learning About International Commerce
726,BUAD-104,BUAD,104,UG Programs,,F,,,,,,2.0,2.0,C,0,1,,,,,,,14478,1,20161,Learning About International Commerce
727,BUAD-104,BUAD,104,UG Programs,,F,,,,,,2.0,2.0,C,0,1,,,,,,,14483,1,20161,Learning About International Commerce
728,BUAD-286A,BUAD,286A,ACCT,,TH,,"Tsui, David, Ming-Chung",3616170515.0,,,4.0,4.0,C,0,1,,,,,,,14532,1,20161,"Accounting Fundamentals, Managerial and Financial Accounting"
729,BUAD-286A,BUAD,286A,ACCT,,TH,,"Tsui, David, Ming-Chung",3616170515.0,,,4.0,4.0,C,0,1,,,,,,,14534,1,20161,"Accounting Fundamentals, Managerial and Financial Accounting"
730,BUAD-286B,BUAD,286B,ACCT,,MW,,"Kiddoo, Bob",7682197116.0,,,2.0,2.0,C,0,1,,,,"Xia, Jingjing",9647295346.0,,14556,442,20161,"Accounting Fundamentals, Managerial and Financial Accounting"
731,BUAD-310,BUAD,310,DSO,,F,,,,,D,0.0,0.0,D,0,1,,,,,,,14925,1,20161,Applied Business Statistics
732,BUAD-490,BUAD,490,UG Programs,,,,,,,,8.0,1.0,C,0,1,,,,,,,15061,1,20161,Directed Research
733,BUAD-493,BUAD,493,UG Programs,,TH,,,,,,2.0,2.0,C,0,1,,,,,,,15115,1,20161,Marshall Honors Research Seminar
734,BUAD-494,BUAD,494,UG Programs,,,,"Callahan, Tyrone, W",9551889628.0,OFFICE,,4.0,2.0,C,0,20,,,,,,,15120,1,20161,Marshall Honors Research and Thesis
735,BUCO-252,BUCO,252,BUCO,,F,,"Kirk, Yolanda, P",3943955230.0,,,2.0,2.0,C,0,1,,,,,,,15155,1,20161,The Art of Case Analysis and Presentation
736,BUCO-333,BUCO,333,BUCO,10:00:00,TH,11:50:00,"Warren, Naomi, Irene",8831311485.0,,,4.0,4.0,C,0,1,,,,,,,15196,1,20161,Communication in the Working World -- Managing Diversity and Conflict
737,BUCO-458,BUCO,458,BUCO,14:00:00,TH,15:50:00,"Cerling, Lee",3439925032.0,,,4.0,4.0,C,0,1,,,,,,,15221,1,20161,Managing Communication and New Media
738,BUCO-485,BUCO,485,BUCO,,TH,,"Owens, James",6560220529.0,,,4.0,4.0,C,0,1,,,,,,,15227,1,20161,Business Communication Management for Nonprofits
739,BUCO-590,BUCO,590,BUCO,,,,,,OFFICE,,12.0,1.0,C,0,5,,,,,,,15240,33,20161,Directed Research
740,BUCO-593,BUCO,593,BUCO,,,,,,OFFICE,,4.0,0.5,C,0,10,,,,,,,15203,33,20161,Independent Research in Management Communication
741,BUCO-597,BUCO,597,BUCO,,,,,,OFFICE,,5.0,1.0,C,0,20,,,,,,,15245,33,20161,Consulting Project in Management Communication
742,BUCO-633,BUCO,633,BUCO,,W,,"Cerling, Lee",3439925032.0,,,2.0,2.0,C,0,1,,,,,,,15185,36,20161,Writing a Journal Article for Publication
743,BUCO-636,BUCO,636,BUCO,,,,"Cerling, Lee",3439925032.0,,,1.0,1.0,C,0,1,,,,,,,15258,36,20161,Communication for Doctoral Students: Tutorial
744,DSO-401,DSO,401,DSO,10:00:00,F,11:50:00,"Pereira, Francis",1199754213.0,BRI202A,,2.0,2.0,C,0,1,,,,,,,16212,1,20161,Business Information Systems -- Spreadsheet Applications
745,DSO-401,DSO,401,DSO,12:00:00,F,13:50:00,"Pereira, Francis",1199754213.0,BRI202A,,2.0,2.0,C,0,1,,,,,,,16213,1,20161,Business Information Systems -- Spreadsheet Applications
746,DSO-528,DSO,528,DSO,,T,,"Ansari, Arif",7243588029.0,,,1.5,1.5,C,0,1,,,,,,,16276,411,20161,"Data Warehousing, Business Intelligence, and Data Mining"
747,DSO-582,DSO,582,DSO,,H,,"Randhawa, Ramandeep, S",3262619633.0,,,3.0,3.0,C,0,1,,,,,,,16290,33,20161,Service Management: Economics and Operations
748,DSO-590,DSO,590,DSO,,,,"Bassok, Yehuda",4953505698.0,OFFICE,,3.0,1.0,C,0,1,,,,,,,16294,33,20161,Directed Research
749,DSO-590,DSO,590,DSO,,,,,,,,1.0,1.0,C,0,1,,,,,,,16296,108,20161,Directed Research
750,DSO-593,DSO,593,DSO,,,,"Bassok, Yehuda",4953505698.0,OFFICE,,3.0,0.5,C,0,20,,,,,,,16311,33,20161,Independent Research in Data Sciences or Operations
751,DSO-596,DSO,596,DSO,,,,"Bassok, Yehuda",4953505698.0,OFFICE,,2.0,0.5,C,0,20,,,,,,,16314,33,20161,Research Practicum in Data Sciences or Operations
752,DSO-597,DSO,597,DSO,,,,"Bassok, Yehuda",4953505698.0,,,3.0,0.5,C,0,20,,,,,,,16316,33,20161,Consulting Project in Data Sciences or Operations
753,DSO-674,DSO,674,DSO,,T,,,,HOH706,,3.0,3.0,C,0,1,,,,,,,16324,36,20161,Queueing and Stochastic Networks
754,FBE-443,FBE,443,FBE,,TH,,"Imrohoroglu, Selahattin",8751494302.0,,,4.0,4.0,C,0,1,,,,,,,15363,1,20161,Introduction to Forecasting and Risk Analysis
755,FBE-459,FBE,459,FBE,,TH,,,,OFFICE,,4.0,4.0,C,0,1,,,,,,,15371,1,20161,Financial Derivatives
756,FBE-506,FBE,506,FBE,,,,"Safarzadeh, Mohammad, R",6781361705.0,OFFICE,,3.0,3.0,C,0,1,,,,"Akbulut, Rahsan",5755683985.0,,15390,33,20161,Quantitative Methods in Finance
757,FBE-529,FBE,529,FBE,14:00:00,MW,15:20:00,,,,,3.0,3.0,C,0,1,,,,,,,15400,33,20161,Financial Analysis and Valuation
758,FBE-533,FBE,533,FBE,11:00:00,MW,12:20:00,,,,,3.0,3.0,C,0,1,,,,,,,15415,33,20161,"CEO Pay, Corporate Governance, and the Politics of Finance"
759,FBE-559,FBE,559,FBE,18:30:00,T,21:30:00,,,,,3.0,3.0,C,0,1,,,,,,,15444,33,20161,Management of Financial Risk
760,FBE-590,FBE,590,FBE,,,,,,OFFICE,,12.0,1.0,C,0,10,,,,,,,15475,33,20161,Directed Research
761,FBE-595,FBE,595,FBE,,,,,,OFFICE,,2.0,0.5,C,0,10,,,,,,,15493,33,20161,Internship in Finance or Business Economics
762,FBE-596,FBE,596,FBE,,,,,,OFFICE,,2.0,0.5,C,0,10,,,,,,,15495,33,20161,Research Practicum in Finance or Business Economics
763,FBE-597,FBE,597,FBE,,,,,,OFFICE,,5.0,1.0,C,0,10,,,,,,,15479,33,20161,Consulting Project in Finance or Business Economics
764,FBE-621,FBE,621,FBE,,W,,,,OFFICE,,1.0,1.0,C,0,1,,,,,,,15485,33,20161,Research Forum
765,GSBA-504B,GSBA,504B,DSO,,MW,,,,,,1.5,1.5,C,0,1,,,,,,,15530,415,20161,Operations Management
766,GSBA-520,GSBA,520,G Programs,,H,,"Hopkins, Merle, W",3783353564.0,,,3.0,3.0,C,0,1,,,,"Wolfe, Terance, J",6009095209.0,,15651,36,20161,Business Fundamentals for Non-Business Professionals
767,GSBA-520,GSBA,520,G Programs,16:40:00,T,18:00:00,"Hopkins, Merle, W",3783353564.0,ONLINE,,4.0,4.0,C,0,1,,,,"Dasu, Sriram",1883259870.0,,15653,372,20161,Business Fundamentals for Non-Business Professionals
768,GSBA-590,GSBA,590,G Programs,,,,,,OFFICE,,4.0,1.0,C,0,15,,,,,,,16064,33,20161,Directed Research
769,GSBA-596,GSBA,596,G Programs,,,,,,OFFICE,,2.0,0.5,C,0,10,,,,,,,16084,33,20161,Research Practicum in Business
770,GSBA-597,GSBA,597,G Programs,,,,,,OFFICE,,5.0,1.0,C,0,10,,,,,,,16089,33,20161,Consulting Project in Business
771,GSBA-690,GSBA,690,G Programs,13:30:00,M,16:00:00,,,HOH506,,3.0,3.0,C,0,12,,,,,,,16170,36,20161,Tutorial on the Research Process
772,LIM-503,LIM,503,MMLIS Core,,,,,,,,3.0,3.0,C,0,1,,,,,,,16972,390,20161,"Organization, Access and Retrieval of Information"
773,MKT-445,MKT,445,MKT,,T,,,,,,4.0,4.0,C,0,1,,,,,,,16493,1,20161,New Product Development and Branding
774,MKT-465,MKT,465,MKT,,TH,,"Schorr, Dennis",1959247482.0,,,4.0,4.0,C,0,1,,,,,,,16506,1,20161,Global Marketing Management
775,MKT-590,MKT,590,MKT,,,,"Frazier, Gary, Lee",2577227325.0,OFFICE,,5.0,1.0,C,0,10,,,,,,,16556,33,20161,Directed Research
776,MKT-595,MKT,595,MKT,,,,"Frazier, Gary, Lee",2577227325.0,OFFICE,,2.0,0.5,C,0,10,,,,,,,16562,33,20161,Internship in Marketing
777,MKT-596,MKT,596,MKT,,,,"Frazier, Gary, Lee",2577227325.0,OFFICE,,2.0,0.5,C,0,10,,,,,,,16564,33,20161,Research Practicum in Marketing
778,MKT-597,MKT,597,MKT,,,,"Frazier, Gary, Lee",2577227325.0,OFFICE,,5.0,1.0,C,0,10,,,,,,,16566,33,20161,Consulting Project in Marketing
779,MKT-599,MKT,599,MKT,,MW,,,,,,1.5,1.5,C,0,1,,,,,,,16559,411,20161,Special Topics
780,MKT-616,MKT,616,MKT,12:00:00,F,14:50:00,,,,,3.0,3.0,C,0,1,,,,,,,16577,36,20161,Understanding Consumer and Organizational Buying Behavior
781,MKT-620,MKT,620,MKT,16:00:00,W,18:50:00,,,,,3.0,3.0,C,0,1,,,,,,,16575,36,20161,Advanced Quantitative Models in Marketing
782,MOR-590,MOR,590,MOR,,,,"Cummings, Thomas, Gerald",9773023680.0,OFFICE,,12.0,1.0,C,0,10,,,,,,,16734,33,20161,Directed Research
783,MOR-590,MOR,590,MOR,,,,"Cummings, Thomas, Gerald",9773023680.0,OFFICE,,12.0,1.0,C,0,20,,,,,,,16727,33,20161,Directed Research
784,MOR-596,MOR,596,MOR,,,,"Cummings, Thomas, Gerald",9773023680.0,OFFICE,,2.0,0.5,C,0,20,,,,,,,16738,33,20161,Research Practicum in Management and Organization
785,MOR-604,MOR,604,MOR,,F,,,,,,3.0,3.0,C,0,1,,,,,,,16795,36,20161,Research Methods in Strategy and Organization
786,MOR-621,MOR,621,MOR,,,,,,OFFICE,,1.0,1.0,C,0,20,,,,,,,16635,36,20161,Research Forum
787,WRIT-340,WRIT,340,BUCO,09:00:00,MWF,09:50:00,"Kirk, Yolanda, P",3943955230.0,HOH418,,4.0,4.0,C,0,1,,,,,,,66710,1,20161,Advanced Writing
788,WRIT-340,WRIT,340,BUCO,13:00:00,MWF,13:50:00,,,HOH418,,4.0,4.0,C,0,1,,,,,,,66734,1,20161,Advanced Writing
789,,BAEP,496,,19:00:00,W,20:50:00,"Orlando, Paul",8703536752.0,KAP160,,2.0,2.0,C,10,30,,,,,,,14398,1,20161,The Digital Startup Launchpad
790,,DSO,621,,14:00:00,F,16:50:00,"Sosic, Greys",4646360233.0,ACC205,,1.0,1.0,C,10,36,,,,,,,16321,36,20161,Research Forum
791,,ACCT,584,,18:30:00,W,21:30:00,"Barcal, Jack",6388728244.0,JKP110,,3.0,3.0,C,11,10,,,,"Gensler, Cynthia, Ann",1275178425.0,,14293,33,20161,Family Wealth Preservation
792,,MKT,618,,13:30:00,M,16:30:00,"Diehl, Kristin",1136904439.0,ACC312,,3.0,3.0,C,11,12,,,,"Nunes, Joseph",4489731109.0,,16574,36,20161,Consumer Behavior and Decision Making
793,,ACCT,611,,10:30:00,F,11:50:00,"Soliman, Mark",7516543468.0,HOH506,,1.5,1.5,C,11,15,,,,,,,14321,36,20161,Selected Topics in Accounting Research
794,,BUAD,200,,08:00:00,M,09:50:00,"Bristow, Duke",2893584611.0,HOH303,,2.0,2.0,C,11,39,,,,,,,14485,1,20161,Economic Foundations for Business
795,,ACCT,582,,12:30:00,TH,13:50:00,"Wang, Shiing-Wu",7876020314.0,JKP202,,3.0,3.0,C,12,12,,,,"Kinsella, Patrick, Dennis",5967399067.0,,14289,33,20161,Accounting for Mergers and Acquisitions
796,,GSBA,794Z,,,,,"James, Gareth",2438348823.0,OFFICE,,0.0,0.0,C,12,20,,,,,,,16129,36,20161,Doctoral Dissertation
797,,MKT,446,,14:00:00,TH,15:50:00,"Wilbur, Therese, Kujawa",7482491696.0,BRI5,,4.0,4.0,CL,12,20,,,,,,,16494,1,20161,Practicum in New Product Development
798,,MOR,331,,14:00:00,W,15:50:00,"Bresnahan, Chris",6269702777.0,SKS401,,2.0,2.0,C,12,25,,,,,,,16682,1,20161,Influence and Collaboration
